שם עברית,תאריך דגימה,מספר זיהוי,B,BR,CA,CAFFE,CARBO,Cl,DO,DP-P,EC,ECFD,F,HARD,HCO3,K,Mg,NO2,NO3,ORP,PFBS,PFHpA,PFHxA,PFOA,PFOS,PHFD,PO4,SILT,SO4,SODIUM AS,SR,T,TDS,TN-N,TOC,TURB
חרמון - כביש לכפר סאלד,17/11/2005 00:00,30128,,,,,,15.35,,,,,,,,,,,7.24,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,18/02/2018 00:00,30128,,,55.8,,,8.8,,,,,,,178.0,2.1,7.3,,7.9,,,,,,,,,,15.9,8.1,,,,,,
חרמון - כביש לכפר סאלד,18/05/1952 00:00,30128,,,,,,21.0,,,,,,20.0,,,,,,,,,,,,7.5,,,,,,,178.0,,,
חרמון - כביש לכפר סאלד,18/10/1947 00:00,30128,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,18/10/1954 00:00,30128,,,,,,15.0,,,,,,25.0,,,,,,,,,,,,7.8,,,,,,,228.0,,,
חרמון - כביש לכפר סאלד,18/10/1994 00:00,30128,,,,,,11.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,18/10/1995 00:00,30128,,,,,,14.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,18/12/1951 00:00,30128,,,,,,8.0,,,,,,9.0,,,,,,,,,,,,7.8,,3.85,,,,,101.0,,,
חרמון - כביש לכפר סאלד,19/01/2018 00:00,30128,,,61.6,,,14.3,,,,,,,191.0,3.1,9.2,,11.1,,,,,,,,,,30.9,11.9,,,,,,
חרמון - כביש לכפר סאלד,19/02/1951 00:00,30128,,,,,,,,,,,,14.6,,,,,,,,,,,,7.8,,,,,,,18.0,,,
חרמון - כביש לכפר סאלד,19/04/1992 00:00,30128,,,,,,8.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,19/05/2009 00:00,30128,,,65.554,,,9.9,,,,,,,167.0,1.191,8.428,,5.5,,,,,,,,,,39.9,4.132,,,,,,
חרמון - כביש לכפר סאלד,19/10/1964 00:00,30128,,,,,,14.0,,,473.0,,,,,,,,,,,,,,,,,,,,,,4330.0,,,
חרמון - כביש לכפר סאלד,19/12/1951 00:00,30128,,,,,,8.0,,,,,,14.2,,,,,,,,,,,,8.0,,0.16,,,,,156.0,,,
חרמון - כביש לכפר סאלד,19/12/1994 00:00,30128,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,20/01/2021 15:00,30128,,,55.6,,,9.3,,,,,,,221.0,1.7,8.1,,9.6,,,,,,,,,,16.8,10.7,,,,,,
חרמון - כביש לכפר סאלד,20/03/1998 00:00,30128,,0.0,61.0,,,12.0,,,,,,,192.0,2.0,8.0,,6.0,,,,,,,,,,18.0,8.0,,,,,,
חרמון - כביש לכפר סאלד,20/04/1950 00:00,30128,,,,,,,,,,,,16.1,,,,,,,,,,,,7.9,,,,,,,18.0,,,
חרמון - כביש לכפר סאלד,20/04/1978 00:00,30128,,,,,,10.0,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,20/04/1982 00:00,30128,,,,,,10.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,20/07/1953 00:00,30128,,,,,,12.5,,,,,,24.0,,,,,,,,,,,,7.8,,,,,,,218.0,,,
חרמון - כביש לכפר סאלד,20/10/1971 00:00,30128,,,,,,15.0,,,440.0,,,,,,,,,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,20/10/1978 00:00,30128,,,,,,12.0,,,480.0,,,,,,,,,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,20/10/2021 00:00,30128,,,64.1,,,11.7,,,,,,,278.0,1.8,14.0,,8.1,,,,,,,,,,,10.2,,,,,,
חרמון - כביש לכפר סאלד,20/11/1949 00:00,30128,,,,,,,,,,,,22.4,,,,,,,,,,,,7.7,,,,,,,24.0,,,
חרמון - כביש לכפר סאלד,20/12/2018 00:00,30128,,,72.6,,,26.6,,,,,,,220.0,,10.6,,7.1,,,,,,,,,,30.7,,,,,,,
חרמון - כביש לכפר סאלד,21/01/1971 00:00,30128,,,,,,12.0,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,
חרמון - כביש לכפר סאלד,21/01/1974 00:00,30128,,,,,,14.0,,,,,,,,,,,,,,,,,,,,0.297,,,,,,,,
חרמון - כביש לכפר סאלד,21/04/2004 00:00,30128,,,,,,9.76,,,,,,,,,,,6.1,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,21/10/1987 00:00,30128,,,,,,17.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,21/10/1992 00:00,30128,,,,,,11.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,21/10/2013 00:00,30128,,,77.6,,,12.3,,,,,,,250.0,1.33,11.5,,6.7,,,,,,,,,,42.8,10.5,,,,,,
חרמון - כביש לכפר סאלד,21/12/2012 00:00,30128,,,47.9,,,9.6,,,,,,,167.0,2.7,7.2,,8.86,,,,,,,,,,15.42,10.7,,,,,,
חרמון - כביש לכפר סאלד,22/04/1958 00:00,30128,,,,,,15.0,,,,,,19.0,,,,,,,,,,,,,,,,,,,189.0,,,
חרמון - כביש לכפר סאלד,22/04/1968 00:00,30128,,,,,,11.0,,,283.0,,,17.0,,,,,,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,22/04/1969 00:00,30128,,,,,,6.0,,,347.0,,,,,,,,,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,22/04/1993 00:00,30128,,,,,,9.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,22/04/2012 00:00,30128,,,59.9,,,8.2,,,,,,,200.0,0.8,6.8,,4.8,,,,,,,,,,16.1,5.8,,,,,,
חרמון - כביש לכפר סאלד,22/05/1952 00:00,30128,,,,,,16.0,,,,,,20.0,,,,,,,,,,,,7.8,,,,,,,,,,
חרמון - כביש לכפר סאלד,22/12/1958 00:00,30128,,,,,,15.9,,,488.0,,,24.0,,,,,,,,,,,,,,,,,,,295.0,,,
חרמון - כביש לכפר סאלד,22/12/1992 00:00,30128,,,49.4,,,10.0,,,,,,,157.0,2.1,7.9,,8.0,,,,,,,,,,19.5,8.1,,,,,,
חרמון - כביש לכפר סאלד,23/01/1970 00:00,30128,,,,,,11.0,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,
חרמון - כביש לכפר סאלד,23/02/1997 00:00,30128,,0.2,47.0,,,11.0,,,,,,,148.0,3.0,7.0,,11.0,,,,,,,,,,18.0,9.0,,,,,,
חרמון - כביש לכפר סאלד,23/03/1960 00:00,30128,,,,,,14.0,,,329.0,,,18.0,,,,,,,,,,,,,,,,,,,164.0,,,
חרמון - כביש לכפר סאלד,23/04/1972 00:00,30128,,,,,,10.0,,,320.0,,,,,,,,,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,23/04/1979 00:00,30128,,,,,,12.0,,,404.0,,,,,,,,,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,23/10/2012 00:00,30128,,,76.8,,,12.0,,,,,,,247.0,1.1,10.9,,7.4,,,,,,,,,,34.4,13.4,,,,,,
חרמון - כביש לכפר סאלד,23/12/1991 00:00,30128,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,24/01/1954 00:00,30128,,,,,,18.0,,,,,,16.0,,,,,,,,,,,,7.5,,0.176,,,,,148.0,,,
חרמון - כביש לכפר סאלד,24/03/1991 00:00,30128,,,60.5,,,10.0,,,,,,,181.0,1.8,6.5,,9.0,,,,,,,,,,22.5,9.0,,,,,,
חרמון - כביש לכפר סאלד,24/04/1963 00:00,30128,,,,,,10.0,,,351.0,,,,,,,,,,,,,,,,,,,,,,5894.0,,,
חרמון - כביש לכפר סאלד,24/06/1957 00:00,30128,,,,,,10.0,,,,,,21.0,,,,,,,,,,,,,,,,,,,204.0,,,
חרמון - כביש לכפר סאלד,24/10/1960 00:00,30128,,,,,,13.0,,,511.0,,,24.0,,,,,,,,,,,,,,,,,,,288.0,,,
חרמון - כביש לכפר סאלד,24/10/1961 00:00,30128,,,,,,13.0,,,492.0,,,22.0,,,,,,,,,,,,,,,,,,,228.0,,,
חרמון - כביש לכפר סאלד,24/10/1967 00:00,30128,,,,,,11.0,,,485.0,,,24.0,,,,,,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,24/10/1973 00:00,30128,,,,,,14.0,,,494.0,,,,,,,,,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,24/11/1994 00:00,30128,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,25/01/1950 00:00,30128,,,,,,,,,,,,20.8,,,,,,,,,,,,6.8,,0.01,,,,,25.0,,,
חרמון - כביש לכפר סאלד,25/01/1998 00:00,30128,,0.0,58.0,,,11.0,,,,,,,183.0,3.0,8.0,,6.0,,,,,,,,,,24.0,9.0,,,,,,
חרמון - כביש לכפר סאלד,25/02/2003 11:00,30128,0.018,,43.79,,,6.97,,,,,,,145.5,3.14,6.45,,6.8,,,,,,,,,,13.6,7.61,,,,,,
חרמון - כביש לכפר סאלד,25/04/1984 00:00,30128,,,,,,9.0,,,640.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,25/04/2006 00:00,30128,0.021,,47.3,,,10.2,,,,,,,164.9,3.7,5.0,,2.08,,,,,,,,,,18.53,6.8,,,,,,
חרמון - כביש לכפר סאלד,25/09/1962 00:00,30128,,,,,,12.5,,,429.0,,,,,,,,,,,,,,,,,,,,,,4800.0,,,
חרמון - כביש לכפר סאלד,25/10/1965 00:00,30128,,,,,,12.0,,,472.0,,,,,,,,,,,,,,,,,,,,,,4300.0,,,
חרמון - כביש לכפר סאלד,25/10/1976 00:00,30128,,,,,,13.0,,,510.0,,,,,,,,,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,26/03/1996 00:00,30128,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,26/04/1947 00:00,30128,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,26/04/1998 15:20,30128,,0.14,63.0,,,11.0,,,,,,,193.0,1.0,8.0,,5.0,,,,,,,,,,18.0,7.0,,,,,,
חרמון - כביש לכפר סאלד,26/04/2007 00:00,30128,0.005,0.5,68.9,,,15.1,,,,,,,208.7,2.4,10.7,,10.2,,,,,,,,,,32.4,10.7,,,,,,
חרמון - כביש לכפר סאלד,26/11/2014 13:54,30128,,,,,,,9.0,,,0.111,,,,,,,,222.5,,,,,,8.44,,,,,,15.9,,,,
חרמון - כביש לכפר סאלד,26/12/2019 00:00,30128,,,43.8,,,7.8,,,,,,,159.0,,,,12.2,,,,,,,,,,,7.6,,,,,,
חרמון - כביש לכפר סאלד,27/01/1978 00:00,30128,,,,,,12.0,,,312.0,,,,,,,,,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,27/02/2019 00:00,30128,,,60.3,,,9.3,,,,,,,199.0,1.3,7.3,,6.6,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,27/03/1961 00:00,30128,,,,,,5.0,,,346.0,,,18.4,,,,,,,,,,,,,,,,,,,172.0,,,
חרמון - כביש לכפר סאלד,27/04/1959 00:00,30128,,,,,,15.0,,,364.0,,,23.0,,,,,,,,,,,,,,,,,,,175.0,,,
חרמון - כביש לכפר סאלד,27/04/1966 00:00,30128,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,27/04/1976 00:00,30128,,,,,,9.0,,,335.0,,,,,,,,,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,27/04/1986 00:00,30128,,,,,,14.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,27/04/2011 00:00,30128,,,60.28,,,8.77,,,,,,,197.0,0.93,7.82,,5.45,,,,,,,,,,23.6,7.93,,,,,,
חרמון - כביש לכפר סאלד,27/05/1953 00:00,30128,,,,,,10.0,,,,,,18.0,,,,,,,,,,,,7.4,,,,,,,180.0,,,
חרמון - כביש לכפר סאלד,27/09/1967 00:00,30128,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,27/10/1958 00:00,30128,,,,,,15.0,,,409.0,,,22.0,,,,,,,,,,,,,,,,,,,213.0,,,
חרמון - כביש לכפר סאלד,27/10/1969 00:00,30128,,,,,,13.0,,,471.0,,,,,,,,,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,27/10/1981 00:00,30128,,,,,,14.0,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,27/10/1998 12:00,30128,,0.0,80.0,,,17.0,,,,,,,225.0,2.0,11.0,,9.0,,,,,,,,,,57.0,10.0,,,,,,
חרמון - כביש לכפר סאלד,27/10/2010 00:00,30128,,0.03,75.34,,,13.11,,,,,,,193.4,1.72,15.23,,6.3,,,,,,,,,,92.12,11.22,,,,,,
חרמון - כביש לכפר סאלד,27/11/1994 00:00,30128,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,27/12/2016 11:25,30128,,,62.7,,,11.6,,,,,,,211.0,1.7,8.1,,8.7,,,,,,,,,,25.0,10.2,,,,,,
חרמון - כביש לכפר סאלד,28/04/1970 00:00,30128,,,,,,12.0,,,382.0,,,,,,,,,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,28/04/1996 00:00,30128,,,,,,10.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,28/12/1949 00:00,30128,,,,,,,,,,,,21.6,,,,,,,,,,,,7.6,,0.65,,,,,24.0,,,
חרמון - כביש לכפר סאלד,29/01/1958 00:00,30128,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,159.0,,,
חרמון - כביש לכפר סאלד,29/01/2003 12:30,30128,0.016,,56.68,,,13.7,,,,,,,182.3,2.31,8.4,,,,,,,,,,,,18.9,8.42,,,,,,
חרמון - כביש לכפר סאלד,29/03/2006 00:00,30128,0.01,,62.9,,,11.0,,,,,,,197.0,1.1,8.2,,4.63,,,,,,,,,,22.73,6.7,,,,,,
חרמון - כביש לכפר סאלד,29/03/2006 12:30,30128,,,,,,,8.95,,,0.291,,,,,,,,,,,,,,6.91,,,,,,17.7,,,,
חרמון - כביש לכפר סאלד,29/04/1973 00:00,30128,,,,,,10.0,,,368.0,,,,,,,,,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,29/04/1987 00:00,30128,,,,,,11.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,29/10/2020 00:00,30128,,,74.9,,,12.2,,,,,,,245.0,1.1,10.8,,9.2,,,,,,,,,,38.9,10.2,,,,,,
חרמון - כביש לכפר סאלד,29/11/2006 00:00,30128,0.024,0.16,76.0,,,15.2,,,,,,,227.3,1.8,14.4,,6.7,,,,,,,,,,80.6,12.1,,,,,,
חרמון - כביש לכפר סאלד,30/04/2001 00:00,30128,,0.08,,,,11.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,30/04/2017 00:00,30128,,,64.7,,,10.8,,,,,,,239.6,1.7,13.0,,7.2,,,,,,,,,,10.3,9.1,,,,,,
חרמון - כביש לכפר סאלד,31/03/2019 00:00,30128,,,56.2,,,7.5,,,,,,,176.0,1.6,6.9,,5.3,,,,,,,,,,,,,,,,,
חרמון - כביש לכפר סאלד,31/10/2017 00:00,30128,,,72.2,,,9.0,,,,,,,233.0,1.1,10.4,,5.9,,,,,,,,,,30.4,8.4,,,,,,
חרמון - כביש לכפר סאלד,31/10/2019 00:00,30128,,,68.1,,,10.1,,,,,,,215.0,1.2,11.6,,6.2,,,,,,,,,,45.7,,,,,,,
חרמון - שאר ישוב,01/02/2023 00:00,30125,,,51.9,,,9.418,,,,,,,153.0,3.52,,,9.457,,,,,,,,,,,,,,,2.505,3.392,
חרמון - שאר ישוב,03/05/2018 00:00,30125,,,66.9,,,8.4,,,,,,,239.0,1.1,9.5,,4.8,,,,,,,,,,26.8,11.6,,,,,,
חרמון - שאר ישוב,04/04/2005 00:00,30125,0.075,,62.3,,,13.1,,,,,,,198.1,0.88,7.5,,5.61,,,,,,,,,,29.51,6.4,0.162,,,,,
חרמון - שאר ישוב,06/04/1989 00:00,30125,,,,,,14.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
חרמון - שאר ישוב,06/04/2010 00:00,30125,,,,,,18.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,
חרמון - שאר ישוב,06/10/2011 00:00,30125,,,67.57,,,13.12,,,,,,,230.0,1.28,10.93,,7.03,,,,,,,,,,37.8,12.54,,,,,,
חרמון - שאר ישוב,06/10/2015 00:00,30125,,,65.7,,,11.1,,,,,,,220.0,1.2,12.5,,5.3,,,,,,,,,,47.9,8.7,,,,,,
חרמון - שאר ישוב,08/01/2013 00:00,30125,,,56.4,,,10.9,,,,,,,194.0,1.7,7.4,,9.5,,,,,,,,,,12.8,11.2,,,,,,
חרמון - שאר ישוב,08/10/2007 00:00,30125,0.036,0.1,79.8,,,14.2,,,,,,,253.1,2.0,13.6,,6.7,,,,,,,,,,58.2,11.5,,,,,,
חרמון - שאר ישוב,09/04/2003 00:00,30125,,,,,,5.47,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,
חרמון - שאר ישוב,09/04/2014 00:00,30125,,,60.8,,,11.7,,,,,,,201.0,1.0,9.9,,6.5,,,,,,,,,,41.5,11.4,,,,,,
חרמון - שאר ישוב,10/10/2000 00:00,30125,,0.02,,,,15.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
חרמון - שאר ישוב,10/10/2001 00:00,30125,,,,,,9.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,
חרמון - שאר ישוב,12/04/2013 00:00,30125,,,58.5,,,13.9,,,,,,,195.0,1.0,7.5,,5.4,,,,,,,,,,23.5,9.7,,,,,,
חרמון - שאר ישוב,12/04/2015 00:00,30125,,,64.33,,,10.2,,,,,,,215.0,0.95,7.51,,5.1,,,,,,,,,,21.5,9.12,,,,,,
חרמון - שאר ישוב,12/10/1993 00:00,30125,,,,,,14.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
חרמון - שאר ישוב,12/10/1997 00:00,30125,,,,,,12.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,
חרמון - שאר ישוב,12/10/2009 00:00,30125,,,72.05,,,18.9,,,,,,,142.0,13.978,1.49,,5.0,,,,,,,,,,67.3,10.614,,,,,,
חרמון - שאר ישוב,14/10/1996 00:00,30125,,,,,,12.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
חרמון - שאר ישוב,15/04/2008 00:00,30125,,,,,,12.8,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,
חרמון - שאר ישוב,15/05/2023 00:00,30125,,,30.5,,,16.907,,,,,,,192.0,,16.1,,14.13,,,,,,,,,,16.183,23.3,,,,,,
חרמון - שאר ישוב,17/04/1994 00:00,30125,,,,,,9.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
חרמון - שאר ישוב,17/04/2000 00:00,30125,,,,,,9.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
חרמון - שאר ישוב,18/10/1994 00:00,30125,,,,,,11.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
חרמון - שאר ישוב,18/10/1995 00:00,30125,,,,,,13.0,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,
חרמון - שאר ישוב,20/04/2004 00:00,30125,,,,,,8.92,,,,,,,,,,,5.3,,,,,,,,,,,,,,,,,
חרמון - שאר ישוב,20/10/2002 00:00,30125,,,,,,11.0,,,,,,,,,,,5.97,,,,,,,,,,,,,,,,,
חרמון - שאר ישוב,20/11/1991 00:00,30125,,,,,,12.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
חרמון - שאר ישוב,22/04/2012 00:00,30125,,,55.7,,,8.1,,,,,,,184.0,0.9,6.4,,4.3,,,,,,,,,,15.9,5.2,,,,,,
חרמון - שאר ישוב,22/11/2006 00:00,30125,0.024,0.18,77.3,,,15.3,,,,,,,226.7,1.9,14.5,,6.9,,,,,,,,,,80.5,12.2,,,,,,
חרמון - שאר ישוב,23/10/2003 00:00,30125,,,,,,19.41,,,,,,,,,,,9.3,,,,,,,,,,,,,,,,,
חרמון - שאר ישוב,26/04/1998 16:00,30125,,,60.0,,,10.0,,,,,,,184.0,1.0,7.0,,4.0,,,,,,,,,,17.0,6.0,,,,,,
חרמון - שאר ישוב,26/04/1999 12:10,30125,,0.03,62.0,,,9.0,,,,,,,182.0,1.0,9.0,,5.0,,,,,,,,,,40.0,8.0,,,,,,
חרמון - שאר ישוב,27/04/2011 00:00,30125,,,58.37,,,8.5,,,,,,,190.0,0.91,7.65,,5.04,,,,,,,,,,21.75,7.65,,,,,,
חרמון - שאר ישוב,27/10/1998 13:00,30125,,0.0,77.0,,,18.0,,,,,,,204.0,2.0,16.0,,8.0,,,,,,,,,,79.0,11.0,,,,,,
חרמון - שאר ישוב,27/10/2004 00:00,30125,,,,,,10.05,,,,,,,,,,,0.177,,,,,,,,,,,,,,,,,
חרמון - שאר ישוב,27/10/2010 00:00,30125,,0.03,71.27,,,11.88,,,,,,,182.4,1.69,15.24,,6.05,,,,,,,,,,88.55,11.12,,,,,,
חרמון - שאר ישוב,29/03/2006 00:00,30125,0.007,,60.1,,,10.41,,,,,,,195.2,0.9,7.9,,3.94,,,,,,,,,,22.75,6.4,,,,,,
חרמון - שאר ישוב,29/03/2006 12:00,30125,,,,,,,9.34,,,0.281,,,,,,,,,,,,,,7.0,,,,,,17.3,,,,
חרמון - שאר ישוב,29/10/2020 00:00,30125,,,39.5,,,23.8,,,,,,,248.0,,,,12.2,,,,,,,,,,,,,,,,,
חרמון - שאר ישוב,30/04/2001 00:00,30125,,0.06,,,,11.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
חרמון - שאר ישוב,30/10/2005 00:00,30125,,,,,,13.8,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,
חרמון - שאר ישוב,31/03/2009 00:00,30125,,,52.239,,,10.9,,,,,,,142.0,1.044,6.542,,3.0,,,,,,,,,,42.3,3.727,,,,,,
חרמון - שאר ישוב,31/10/2016 00:00,30125,,,55.3,,,11.3,,,,,,,253.0,1.2,15.5,,6.6,,,,,,,,,,11.0,11.1,,,,,,
חרמון - שאר ישוב,31/10/2017 00:00,30125,,,72.5,,,9.0,,,,,,,234.0,1.1,10.5,,6.0,,,,,,,,,,30.3,8.3,,,,,,
חרמון - שאר ישוב,31/10/2019 00:00,30125,,,67.8,,,9.3,,,,,,,210.0,1.2,11.5,,6.1,,,,,,,,,,,8.7,,,,,,
יבנאל,01/02/2023 00:00,32180,,,50.7,,,,,,,,,,,,29.1,,34.474,,,,,,,,,,,,,,,9.923,12.43,
יבנאל,02/11/2020 14:20,32180,,1.3,80.0,,,316.803,,,,,,,280.0,6.7,56.9,,91.6,,,,,,,,,,109.3,161.1,,,,,,
יבנאל,04/09/2019 17:05,32180,,1.57,77.1,,,293.6,,,,,,,242.0,7.5,52.9,,54.5,,,,,,,,,,113.0,159.5,,,,,,
יבנאל,04/09/2019 17:08,32180,,,,,,,5.6,,,1.597,,,,,,,,138.1,,,,,,8.38,,,,,,27.8,,,,
יבנאל,06/01/2020 12:08,32180,,,56.6,,,,,,,,,,229.0,,,,,,,,,,,,,,,118.1,,,,,,
יבנאל,07/06/2017 00:00,32180,,,94.0,,,299.8,,,,,,,269.0,7.0,61.1,,68.6,,,,,,,,,,121.6,170.7,,,,14.1,1.98,
יבנאל,07/06/2017 14:49,32180,,,,,,,7.3,,,1.644,,,,,,,,110.9,,,,,,8.23,,,,,,24.6,,,,
יבנאל,09/01/2019 09:50,32180,,,51.4,,,,,,,,,,198.0,,,,29.3,,,,,,,,,,,95.9,,,,,,
יבנאל,09/02/2017 17:05,32180,,,248.8,,,1481.9,,,,,,,295.0,43.6,73.0,,15.7,,,,,,,,,,149.5,642.3,,,,,,
יבנאל,11/05/2017 00:00,32180,,,89.5,,,283.2,,,,,,,263.0,5.4,59.1,,66.9,,,,,,,,,,145.786,164.0,,,,14.8,1.436,
יבנאל,11/05/2017 12:47,32180,,,,,,,8.8,,,1.558,,,,,,,,149.7,,,,,,8.35,,,,,,23.2,,,,
יבנאל,11/10/2021 17:45,32180,,1.2,78.5,,,276.2,,,,,,,270.0,6.9,57.1,,74.4,,,,,,,,,,105.0,156.4,,,,,,
